customer_id,gender,status_x,verified_x,created_at_x,updated_at_x,location_number,location_type,latitude_x,longitude_x,id,authentication_id,latitude_y,longitude_y,vendor_category_en,vendor_category_id,delivery_charge,serving_distance,is_open,OpeningTime,OpeningTime2,prepration_time,commission,is_akeed_delivering,discount_percentage,status_y,verified_y,rank,language,vendor_rating,sunday_from_time1,sunday_to_time1,sunday_from_time2,sunday_to_time2,monday_from_time1,monday_to_time1,monday_from_time2,monday_to_time2,tuesday_from_time1,tuesday_to_time1,tuesday_from_time2,tuesday_to_time2,wednesday_from_time1,wednesday_to_time1,wednesday_from_time2,wednesday_to_time2,thursday_from_time1,thursday_to_time1,thursday_from_time2,thursday_to_time2,friday_from_time1,friday_to_time1,friday_from_time2,friday_to_time2,saturday_from_time1,saturday_to_time1,saturday_from_time2,saturday_to_time2,primary_tags,open_close_flags,vendor_tag,vendor_tag_name,one_click_vendor,country_id,city_id,created_at_y,updated_at_y,device_type,display_orders,location_number_obj,id_obj,CID X LOC_NUM X VENDOR,target
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,79,118676,0.635,0.5273,Restaurants,2,0,15,1,11:59AM-2:15 am,-,15,0,Yes,0,1,1,11,EN,4.7,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,17:00:00,23:45:00,,,11:00:00,23:45:00,,,"{""primary_tags"":""323""}",1,"5,8,91,27,16","Burgers,Desserts,Free Delivery,Pasta,Sandwiches",Y,1,1,26/08/2018 22:36,07/04/2020 17:46,3,1,12,79,ZGFSYCZ X 12 X 79,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,81,118678,-0.712,0.06335,Restaurants,2,0,15,1,08:00AM-12:30PM,05:00PM-11:30PM,15,0,Yes,0,1,1,11,EN,3.8,00:01:00,00:59:00,08:00:00,23:59:00,00:01:00,00:59:00,08:00:00,23:59:00,00:01:00,00:59:00,08:00:00,23:59:00,00:01:00,00:59:00,08:00:00,23:59:00,00:01:00,00:59:00,08:00:00,23:59:00,00:01:00,00:59:00,08:00:00,23:59:00,00:00:00,00:59:00,08:00:00,23:59:00,,1,"2,4,8,53,13,24,16","Arabic,Breakfast,Desserts,Mandazi,Omani,Salads,Sandwiches",Y,1,1,01/09/2018 20:31,04/04/2020 13:38,3,1,12,81,ZGFSYCZ X 12 X 81,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,82,118679,-0.4172,0.646,Restaurants,2,0.7,8,1,08:00AM-11:59PM,-,11,0,Yes,0,1,1,11,EN,4.4,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,00:01:00,01:30:00,10:00:00,23:59:00,"{""primary_tags"":""134""}",1,"4,8,12,50,15,24,16","Breakfast,Desserts,Lebanese,Manakeesh,Pizzas,Salads,Sandwiches",Y,1,1,03/09/2018 19:30,07/04/2020 16:38,3,1,12,82,ZGFSYCZ X 12 X 82,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,83,118680,-0.9277,0.1459,Restaurants,2,0.7,15,1,11:00AM-11:00PM,-,15,0,Yes,0,1,1,11,EN,4.2,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,,1,"4,8,24,2","Breakfast,Desserts,Salads,Arabic",Y,1,1,13/09/2018 20:40,01/04/2020 22:07,3,1,12,83,ZGFSYCZ X 12 X 83,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,84,118681,-1.005,0.07874,Restaurants,2,0,15,1,10:00AM-11:45PM,-,14,0,Yes,0,1,1,11,EN,4.3,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:30:00,,,16:00:00,23:00:00,,,11:00:00,23:59:00,00:01:00,00:59:00,"{""primary_tags"":""90""}",1,"5,30,48,23","Burgers,Fries,Kids meal,Shawarma",Y,1,1,16/09/2018 19:37,07/04/2020 21:08,3,1,12,84,ZGFSYCZ X 12 X 84,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,85,118682,-0.6,0.756,Sweets & Bakes,3,0,5,1,11:59AM-11:30PM,-,15,0,Yes,50,1,1,11,EN,4.6,11:59:00,23:45:00,,,11:59:00,23:45:00,,,11:59:00,23:45:00,,,11:59:00,23:45:00,,,11:59:00,23:45:00,,,14:00:00,23:45:00,,,11:59:00,23:45:00,,,,1,"8,13","Desserts,Omani",Y,1,1,16/09/2018 20:01,07/04/2020 10:47,3,1,12,85,ZGFSYCZ X 12 X 85,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,86,118683,-0.498,0.058,Sweets & Bakes,3,0,15,1,08:30AM-11:45PM,-,13,0,Yes,0,1,1,11,EN,4.5,08:30:00,23:45:00,,,08:30:00,23:45:00,,,08:30:00,23:45:00,,,08:30:00,23:45:00,,,08:30:00,23:45:00,,,16:00:00,23:45:00,,,08:30:00,23:45:00,,,"{""primary_tags"":""336""}",1,"41,51,8,57,38,43,32,62,25","Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles",Y,1,1,20/09/2018 19:39,07/04/2020 20:00,3,1,12,86,ZGFSYCZ X 12 X 86,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,90,118687,-0.601,0.096,Restaurants,2,0,15,1,11:59AM-11:45PM,-,14,0,Yes,0,1,1,1,EN,4.4,00:01:00,00:45:00,11:59:00,23:59:00,00:01:00,00:45:00,11:59:00,23:59:00,00:01:00,00:45:00,11:59:00,23:59:00,00:01:00,00:45:00,11:59:00,23:59:00,00:01:00,00:45:00,11:59:00,23:59:00,00:01:00,00:45:00,12:59:00,23:59:00,00:01:00,00:45:00,11:59:00,23:59:00,"{""primary_tags"":""90""}",1,"1,5,8,52,27","American,Burgers,Desserts,Mojitos ,Pasta",Y,1,1,04/10/2018 19:41,05/04/2020 15:46,3,1,12,90,ZGFSYCZ X 12 X 90,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,92,118689,-0.4922,0.744,Restaurants,2,0.7,6,1,11:00AM-10:45PM,-,14,0,Yes,0,1,1,11,EN,4.6,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,23:00:00,,,13:00:00,23:00:00,,,13:00:00,22:00:00,,,"{""primary_tags"":""31""}",1,"3,38,48","Asian,Fresh Juices,Kids meal",Y,1,1,07/10/2018 17:26,07/04/2020 15:05,3,1,12,92,ZGFSYCZ X 12 X 92,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,104,118701,-0.03244,0.656,Restaurants,2,0,2,1,10:59AM-11:30PM,-,10,0,Yes,0,1,1,11,EN,4.5,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,13:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,"{""primary_tags"":""134""}",1,"1,5,91,29,27","American,Burgers,Free Delivery,Hot Dogs,Pasta",Y,1,1,18/10/2018 21:01,03/04/2020 22:28,3,1,12,104,ZGFSYCZ X 12 X 104,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,105,118702,-0.968,0.0808,Restaurants,2,0,15,1,10:59AM-11:30PM,-,12,0,Yes,0,1,1,11,EN,4.5,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,00:01:00,00:30:00,13:00:00,23:59:00,00:01:00,00:30:00,11:00:00,23:59:00,"{""primary_tags"":""134""}",1,"1,5,91,29,27","American,Burgers,Free Delivery,Hot Dogs,Pasta",Y,1,1,19/10/2018 12:38,07/04/2020 23:41,3,1,12,105,ZGFSYCZ X 12 X 105,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,106,118703,0.6187,0.5273,Restaurants,2,0,15,1,10:59AM-11:30PM,-,10,0,Yes,0,1,1,11,EN,4.5,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,13:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,"{""primary_tags"":""32""}",1,"1,5,91,29,27","American,Burgers,Free Delivery,Hot Dogs,Pasta",Y,1,1,19/10/2018 13:35,06/04/2020 14:01,3,1,12,106,ZGFSYCZ X 12 X 106,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,110,118707,0.0168,0.548,Restaurants,2,0.7,15,1,11:15AM-10:00PM,-,18,0,Yes,35,1,1,11,EN,4.6,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,00:00:00,01:30:00,08:00:00,23:59:00,"{""primary_tags"":""46""}",1,"3,58,22,11,33,28","Asian,Dimsum,Grills,Japanese,Rice,Soups",Y,1,1,21/10/2018 22:21,07/04/2020 19:29,3,1,12,110,ZGFSYCZ X 12 X 110,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,113,118710,0.6304,0.527,Restaurants,2,0,15,1,10:59AM-10:59PM,-,10,0,Yes,0,1,1,11,EN,4.7,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,12:59:00,23:00:00,,,11:59:00,23:00:00,,,"{""primary_tags"":""462""}",1,"2,8,91,10","Arabic,Desserts,Free Delivery,Indian",Y,1,1,24/10/2018 18:11,07/04/2020 23:51,3,1,12,113,ZGFSYCZ X 12 X 113,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,115,118712,0.579,0.5283,Sweets & Bakes,2,0,15,1,09:59AM-11:45PM,-,13,0,Yes,0,1,1,11,EN,4.8,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,15:00:00,23:45:00,,,10:00:00,23:45:00,,,"{""primary_tags"":""138""}",1,"8,91,9,56","Desserts,Free Delivery,Healthy Food,Sweets",Y,1,1,28/10/2018 13:34,06/04/2020 13:44,3,1,12,115,ZGFSYCZ X 12 X 115,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,134,118731,-0.05627,0.6323,Restaurants,2,0,15,0,8:00AM-09:45PM,-,16,0,Yes,0,0,0,11,EN,4.5,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,"{""primary_tags"":""534""}",1,"5,9,32,16,35","Burgers,Healthy Food,Milkshakes,Sandwiches,Steaks",Y,1,1,27/11/2018 15:33,03/04/2020 23:02,3,1,12,134,ZGFSYCZ X 12 X 134,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,145,118742,-0.606,0.07294,Restaurants,2,0,15,0,04:00PM-11:45PM,-,10,0,Yes,0,0,0,11,EN,3.2,00:01:00,00:59:00,11:30:00,23:59:00,00:01:00,00:59:00,11:30:00,23:59:00,00:01:00,00:59:00,11:30:00,23:59:00,00:01:00,00:59:00,11:30:00,23:59:00,00:01:00,00:59:00,11:30:00,23:59:00,00:01:00,00:59:00,16:00:00,23:59:00,00:01:00,00:59:00,11:30:00,23:59:00,,1,"2,15,16","Arabic,Pizzas,Sandwiches",Y,1,1,12/12/2018 15:39,05/04/2020 11:46,3,1,12,145,ZGFSYCZ X 12 X 145,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,148,118745,-0.483,0.076,Restaurants,2,0.7,15,1,08:00AM-11:45PM,-,16,0,Yes,15,1,1,11,EN,4.1,00:00:00,00:30:00,12:30:00,23:59:00,00:01:00,00:30:00,12:30:00,23:59:00,00:01:00,00:30:00,12:30:00,23:59:00,00:01:00,00:30:00,12:30:00,23:59:00,00:01:00,00:30:00,12:30:00,23:59:00,00:00:00,00:30:00,12:30:00,23:59:00,00:01:00,00:30:00,12:30:00,23:59:00,"{""primary_tags"":""134""}",1,"4,5,22,89,16,23","Breakfast,Burgers,Grills,Pizza,Sandwiches,Shawarma",Y,1,1,30/12/2018 20:20,07/04/2020 00:36,3,1,12,148,ZGFSYCZ X 12 X 148,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,149,118746,-0.02765,0.5273,Restaurants,2,0.7,15,0,11:15AM-10:30PM,-,15,0,Yes,0,0,0,11,EN,4.2,11:15:00,22:30:00,,,11:15:00,22:30:00,,,11:15:00,22:30:00,,,11:15:00,22:30:00,,,11:15:00,22:30:00,,,13:00:00,22:30:00,,,11:15:00,22:30:00,,,,1,2,Arabic,Y,1,1,06/01/2019 20:42,05/04/2020 21:38,3,1,12,149,ZGFSYCZ X 12 X 149,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,154,118752,-0.872,0.0994,Restaurants,2,0.7,15,1,11:00AM-11:45PM,-,15,0,Yes,0,1,1,11,EN,4.5,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,11:00:00,23:59:00,00:01:00,00:15:00,12:59:00,23:59:00,11:00:00,23:59:00,00:01:00,00:59:00,,1,"1,5,47,24,16","American,Burgers,Mishkak,Salads,Sandwiches",Y,1,1,17/01/2019 11:43,02/04/2020 12:02,3,1,12,154,ZGFSYCZ X 12 X 154,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,157,118755,0.05588,0.534,Restaurants,2,0.7,15,1,10:59AM-3:30PM,06:30PM-11:00PM,15,0,Yes,0,1,1,11,EN,4.3,11:00:00,15:30:00,18:30:00,23:00:00,11:00:00,15:30:00,18:30:00,23:00:00,11:00:00,15:30:00,18:30:00,23:00:00,11:00:00,15:30:00,18:30:00,23:00:00,11:00:00,15:30:00,18:30:00,23:00:00,12:59:00,15:30:00,18:30:00,23:00:00,11:00:00,15:30:00,18:30:00,23:00:00,"{""primary_tags"":""297""}",1,"31,8,10,33,67,21","Biryani,Desserts,Indian,Rice,Thali,Vegetarian",Y,1,1,19/01/2019 14:01,07/04/2020 20:03,3,1,12,157,ZGFSYCZ X 12 X 157,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,159,118757,-0.6,0.7563,Restaurants,2,0,6,1,11.30am-11:30PM,-,13,0,Yes,0,1,1,11,EN,4.5,11:45:00,23:45:00,,,11:45:00,23:45:00,,,11:45:00,23:45:00,,,11:45:00,23:45:00,,,11:45:00,23:45:00,,,13:00:00,23:45:00,,,12:05:00,23:45:00,,,"{""primary_tags"":""35""}",1,"1,5,16","American,Burgers,Sandwiches",Y,1,1,23/01/2019 15:21,07/04/2020 15:05,3,1,12,159,ZGFSYCZ X 12 X 159,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,160,118758,-0.934,0.08136,Restaurants,2,0.7,15,1,10:00AM-11:45PM,-,14,0,Yes,0,1,1,11,EN,4.3,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,12:59:00,23:45:00,,,11:59:00,23:45:00,,,"{""primary_tags"":""24""}",1,"1,5,48,16","American,Burgers,Kids meal,Sandwiches",Y,1,1,28/01/2019 20:37,03/04/2020 22:36,3,1,12,160,ZGFSYCZ X 12 X 160,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,161,118759,-0.8843,-0.1276,Restaurants,2,0.7,10,0,11:00AM-11:59PM,12:00AM-01:00AM,17,0,Yes,0,0,0,11,EN,4.2,11:05:00,22:25:00,,,11:05:00,22:25:00,,,11:05:00,22:25:00,,,11:05:00,22:25:00,,,11:05:00,22:25:00,,,11:05:00,22:25:00,,,11:05:00,22:25:00,,,,1,"5,8,63,15","Burgers,Desserts,Pastry,Pizzas",Y,1,1,30/01/2019 18:26,05/04/2020 11:47,3,1,12,161,ZGFSYCZ X 12 X 161,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,176,118774,-0.4402,0.6626,Restaurants,2,0.7,8,1,09:00AM-09:01AM,-,21,0,Yes,0,1,1,11,EN,4.3,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,"{""primary_tags"":""21""}",1,"4,8,22,32,24,16,28","Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups",Y,1,1,23/02/2019 18:55,07/04/2020 20:45,3,1,12,176,ZGFSYCZ X 12 X 176,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,180,118778,-1.059,0.05157,Restaurants,2,0.7,15,0,11:00AM-11:00PM,-,15,0,Yes,0,0,0,11,EN,3.8,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:00:00,,,,1,"2,22,10,27,24,17,28,56","Arabic,Grills,Indian,Pasta,Salads,Seafood,Soups,Sweets",Y,1,1,25/02/2019 15:30,05/04/2020 11:47,3,1,12,180,ZGFSYCZ X 12 X 180,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,188,118786,-0.4058,0.6445,Restaurants,2,0.7,8,1,11:59AM-10:45PM,-,14,0,Yes,0,1,1,11,EN,4.6,11:59:00,22:45:00,,,11:59:00,22:45:00,,,11:59:00,22:45:00,,,11:59:00,22:45:00,,,11:59:00,23:15:00,,,11:59:00,23:15:00,,,11:59:00,22:45:00,,,"{""primary_tags"":""695""}",1,"34,27,15,24,16","Italian,Pasta,Pizzas,Salads,Sandwiches",Y,1,1,03/03/2019 21:04,03/04/2020 16:56,3,1,12,188,ZGFSYCZ X 12 X 188,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,189,118787,-0.857,0.0877,Restaurants,2,0.7,15,1,7:58AM-11:45PM,-,10,0,Yes,0,1,1,11,EN,4.3,00:01:00,01:15:00,08:00:00,23:59:00,00:01:00,01:15:00,08:00:00,23:59:00,00:01:00,01:15:00,08:00:00,23:59:00,00:01:00,01:15:00,08:00:00,23:59:00,00:01:00,01:15:00,08:00:00,23:59:00,00:01:00,01:15:00,16:00:00,23:59:00,00:01:00,01:15:00,08:00:00,23:59:00,"{""primary_tags"":""701""}",1,"16,23,38,52,32","Sandwiches,Shawarma,Fresh Juices,Mojitos,Milkshakes",Y,1,1,04/03/2019 12:31,07/04/2020 13:13,3,1,12,189,ZGFSYCZ X 12 X 189,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,191,118789,-0.06006,0.653,Restaurants,2,0.7,8,1,09:00 AM-11:45 PM,-,11,0,Yes,0,1,1,11,EN,4.5,00:01:00,00:45:00,08:00:00,23:59:00,00:01:00,00:45:00,08:00:00,23:59:00,00:01:00,00:45:00,08:00:00,23:59:00,00:01:00,00:45:00,08:00:00,23:59:00,00:01:00,00:45:00,08:00:00,23:59:00,00:01:00,00:45:00,16:00:00,23:59:00,00:01:00,00:45:00,08:00:00,23:59:00,"{""primary_tags"":""701""}",1,"38,32,52,16,23","Fresh Juices,Milkshakes,Mojitos ,Sandwiches,Shawarma",Y,1,1,05/03/2019 20:06,06/04/2020 15:38,3,1,12,191,ZGFSYCZ X 12 X 191,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,192,118790,1.703,0.76,Restaurants,2,0.7,10,1,09:00 AM-11:45 PM,-,11,0,Yes,0,1,1,11,EN,4.3,00:01:00,00:45:00,09:15:00,23:59:00,00:01:00,00:45:00,09:15:00,23:59:00,00:01:00,00:45:00,09:15:00,23:59:00,00:01:00,00:45:00,09:15:00,23:59:00,00:01:00,00:45:00,09:15:00,23:59:00,00:01:00,00:45:00,16:00:00,23:59:00,00:01:00,00:45:00,09:15:00,23:59:00,"{""primary_tags"":""701""}",1,"38,32,52,16,23","Fresh Juices,Milkshakes,Mojitos ,Sandwiches,Shawarma",Y,1,1,07/03/2019 15:06,02/04/2020 19:35,3,1,12,192,ZGFSYCZ X 12 X 192,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,193,118791,-0.8257,-0.0664,Restaurants,2,0.7,10,0,11:00AM-11:01PM,-,18,0,Yes,0,0,0,11,EN,4.3,13:30:00,23:45:00,,,13:30:00,23:45:00,,,13:30:00,23:45:00,,,13:30:00,23:45:00,,,13:30:00,23:45:00,,,16:00:00,23:45:00,,,13:30:00,23:45:00,,,,1,"2,5,16,23,22,15,8","Arabic,Burgers,Sandwiches,Shawarma,Grills,Pizzas,Desserts",Y,1,1,09/03/2019 19:22,02/04/2020 12:35,3,1,12,193,ZGFSYCZ X 12 X 193,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,195,118793,-0.7046,0.05695,Restaurants,2,0.7,15,1,05:30PM-11:59PM,00:01AM-02:30AM,15,0,Yes,0,1,1,11,EN,4.2,00:01:00,00:59:00,18:00:00,23:59:00,00:01:00,00:59:00,18:00:00,23:59:00,00:01:00,00:59:00,18:00:00,23:59:00,00:01:00,00:59:00,18:00:00,23:59:00,00:01:00,00:59:00,18:00:00,23:59:00,00:01:00,00:59:00,18:00:00,23:59:00,00:01:00,00:59:00,18:00:00,23:59:00,,1,"5,30,22,47,52,16,56","Burgers,Fries,Grills,Mishkak,Mojitos ,Sandwiches,Sweets",Y,1,1,10/03/2019 13:05,03/04/2020 14:43,3,1,12,195,ZGFSYCZ X 12 X 195,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,196,118794,-1.787,0.006935,Sweets & Bakes,3,0.7,10,0,06:00PM-11:59PM,00:01AM-02:30AM,17,0,Yes,0,0,1,11,EN,4.4,00:01:00,00:59:00,15:00:00,23:59:00,00:01:00,00:59:00,15:00:00,23:59:00,00:01:00,00:59:00,15:00:00,23:59:00,00:01:00,00:59:00,15:00:00,23:59:00,00:01:00,00:59:00,15:00:00,23:59:00,00:01:00,00:59:00,15:00:00,23:59:00,00:01:00,00:59:00,15:00:00,23:59:00,,1,,,Y,1,1,10/03/2019 13:08,02/04/2020 12:35,3,1,12,196,ZGFSYCZ X 12 X 196,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,197,118795,-0.6313,0.1805,Restaurants,2,0,15,1,11:59AM-10:45PM ,-,17,0,Yes,0,1,1,1,EN,4.4,11:30:00,23:30:00,,,11:30:00,23:30:00,,,11:30:00,23:30:00,,,11:30:00,23:30:00,,,11:30:00,23:30:00,,,11:30:00,23:30:00,,,11:30:00,23:30:00,,,"{""primary_tags"":""270""}",1,"91,42,24","Free Delivery,Mexican,Salads",Y,1,1,10/03/2019 13:54,07/04/2020 22:14,3,1,12,197,ZGFSYCZ X 12 X 197,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,199,118798,2.338,0.6997,Sweets & Bakes,3,0,15,1,08:30AM-11:45PM,-,15,0,Yes,0,1,1,11,EN,4.5,08:30:00,23:45:00,,,08:30:00,23:45:00,,,08:30:00,23:45:00,,,08:30:00,23:45:00,,,08:30:00,23:45:00,,,16:00:00,23:45:00,,,08:30:00,23:45:00,,,,1,"41,51,8,57,38,43,32,52,62,25","Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Mojitos ,Pancakes,Waffles",Y,1,1,11/03/2019 13:58,03/04/2020 15:40,3,1,12,199,ZGFSYCZ X 12 X 199,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,201,118800,0.01563,0.5317,Restaurants,2,0.7,15,1,11:00AM-3:50pm,6:10pm-12:00am,12,0,Yes,0,1,1,11,EN,4,11:00:00,15:45:00,18:30:00,23:45:00,11:00:00,15:45:00,18:30:00,23:45:00,11:00:00,15:45:00,18:30:00,23:45:00,11:00:00,15:45:00,18:30:00,23:45:00,11:00:00,15:45:00,18:30:00,23:45:00,13:00:00,15:45:00,18:30:00,23:45:00,11:00:00,15:45:00,18:30:00,23:45:00,,1,"31,8,10,28","Biryani,Desserts,Indian,Soups",Y,1,1,14/03/2019 15:43,02/04/2020 18:27,3,1,12,201,ZGFSYCZ X 12 X 201,0
ZGFSYCZ,Male,1,1,09/02/2018 12:04,09/02/2018 12:04,12,Home,-0.0845,0.6343,203,118802,0.0262,0.5527,Restaurants,2,0.7,15,0,11:00AM-11:01PM,-,16,0,Yes,0,0,0,11,EN,4,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:00:00,22:30:00,,,10:30:00,23:30:00,,,10:30:00,23:15:00,,,"{""primary_tags"":""52""}",1,"1,16,29,30","American,Sandwiches,Hot Dogs,Fries",Y,1,1,16/03/2019 19:11,05/04/2020 17:48,3,1,12,203,ZGFSYCZ X 12 X 203,0
